user_id,track_id,play_count
4,2agBDIr9MYDUducQPC1sFU,25
4,2HwCcCi8Up9NECNBRt0yTV,30
4,6kkwzB6hXLIONkEk9JciA6,45
4,7D7e6hm2LiNd6nLuJF6K9Q,35
4,58wyJLv6yH1La9NIZPl3ne,25
4,6bII2soeyLixg1Pwpqd3Bp,18
4,5hAsWMGQXBjDjYMoIlP9Ak,13
4,5SGDHySVUTpk4fdjRvYGqB,16
4,5CIuhTu5H6req55w8yBejp,11
4,747kue9z2xnj1eSFvARfTD,14
4,4RbUycPJBYlvKj9gNEwZJF,11
4,5wpNQeSDf9FSvFMy89e4Uj,18
4,5jt25aFjW2kNoBqaEVaz5W,14
4,1797zYiX4cKosMH836X9Gt,4
4,5XeFesFbtLpXzIVDNQP22n,15
4,5BkbFDs6iLAtUW7nObHWq0,2
5,1qzHqfvKrZWo6dVHM1dXrj,50
5,5DezuV0RFcMcgA11UGdGBR,35
5,5rwq6R0Uq0BngM3rdmCeNg,25
5,7D7e6hm2LiNd6nLuJF6K9Q,20
5,4LEt6hyaGn4scwUsimBeXt,40
5,71qKWIBggc7poNXclWN53M,20
5,3xbUCRFut7tzBoD2F8L56y,30
5,3bHhUEOTIbezeZ856R0BX5,45
5,71qKWIBggc7poNXclWN53M,30
5,3RbNcjVnQixKa1sULcwd2K,35
5,3lyLqIn8mybyEFTs8JJaLf,40
5,2kfGoV9a5dbSKCNmUWH2ZF,20
5,4Hhv2vrOTy89HFRcjU3QOx,35
5,2agBDIr9MYDUducQPC1sFU,25
5,7zkLpY72g6lKQbiHDqri1S,30
5,5AkV53fo1u01mi8r22JNeF,40
5,2m2GJpBjQNNphaCgBeoj7R,25
5,01Rc6yXYtujAnMaR1NME11,20
5,2m2GJpBjQNNphaCgBeoj7R,30
5,55rn9bs7vZBsEK4Y4URraH,25
5,3hhbDnFUb2bicI2df6VurK,20
5,648TTtYB0bH0P8Hfy0FmkL,35
5,5NGtFXVpXSvwunEIGeviY3,35
5,508QhA2SncMbh5CnuxkvUc,30
5,4MNhEXczXGfJieZWUKi4CT,11
5,5rwkMQ0tfHdy7zIYDSoKAQ,15
5,5yrXdf4eaaOWi9fzG3Jlb4,13
5,6zezOLouSWKEfMizbzcsad,8
5,5RblS5gGs0nfWBKk153KCN,11
5,1zTqfzvlWt4F06cuH3Ojii,12
5,73Ok1PvYyoTBHFWxBSsByx,12
5,6zm90cM96MIInnf60syL5c,18
5,3rmo8F54jFF8OgYsqTxm5d,10
5,2HZLXBOnaSRhXStMLrq9fD,12
5,7dSZ6zGTQx66c2GF91xCrb,14
5,5E30LdtzQTGqRvNd7l6kG5,14
5,77loZpT5Y5PRP1S451P9Yz,1
6,3DNRdudZ2SstnDCVKFdXxG,25
6,38zsOOcu31XbbYj9BIPUF1,25
6,48UNHWGzRfk4AOKrCJM7XJ,25
6,4xhWfr0tyA7BGL7eXo8KnV,25
6,5K09WxKdlkroDyEVyOSySy,30
6,30QD4VRP9yEneOh0eGTrtJ,25
6,7CoMBpPTwQi2wPT0U0Nr9b,35
6,5PzWVmfzu7rePAuFkxPQf0,15
6,1LOZMYF5s8qhW7Rv4w2gun,30
6,6lfxq3CG4xtTiEg7opyCyx,30
6,5xYpEeGFXmkGMBQ22NfKfO,15
6,2p5THyuNwpJ9c7ex3TN383,20
6,0Q06s7TNQH8irO2sfvuFnn,30
6,6Vc5wAMmXdKIAM7WUoEb7N,30
6,6D6HVKe7Qu3imn4zzJD0W9,40
6,1oMUYmXy85ZOQGZ2fylBiN,30
6,2xhGZ3WzOa3tir28y7Cb88,40
6,5LEHlRPjGcZ5RdagAwXpHS,30
6,3xbUCRFut7tzBoD2F8L56y,30
6,4VoJCUgNmnqG2qF0peDBkw,20
6,6Rqn2GFlmvmV4w9Ala0I1e,20
6,7D7e6hm2LiNd6nLuJF6K9Q,25
6,0u4rkpmNtgcFxYHepnVF4v,20
6,6Q5uDNuuFYa8ToL3CCoHPC,35
6,6kkwzB6hXLIONkEk9JciA6,25
6,55rn9bs7vZBsEK4Y4URraH,35
6,3RbNcjVnQixKa1sULcwd2K,20
6,16mKMqXTYDNFOo5bW7hmhC,10
6,4aWRfzvpJJuFKbjP9StVN0,16
6,0eyE0L7FbNrXaByFzMXT1C,5
6,1O9UUjQezyMMwe8RyHyavL,17
6,5Wr9eVJ9Ccpx6uYTLETkbk,19
6,5t2tBZPUmrEKnMaNTpXlXV,7
6,5zrxKUk0KCbic2yoilTPs8,16
6,21u9dmIolRg8yKgBKd3XGW,8
6,5V1ohWM2iv4w8TUfA1LZGa,5
6,3kUq4sBcmxhnOtNysZ9yrp,7
6,5FVd6KXrgO9B3JPmC8OPst,13
6,2eAvDnpXP5W0cVtiI0PUxV,3
6,6IaHIJYxIG8xbosaRr25AC,3
7,5u5aVJKjSMJr4zesMPz7bL,20
7,6uZF7xC32ewhpsm36IaM5T,15
7,6kD7n19O9VEYQwENniEvPi,30
7,2m2GJpBjQNNphaCgBeoj7R,30
7,3jZDWsoxRHzzp3DYV8qeXE,25
7,4g2WiijzSKzH8PApKDbadN,25
7,0O0bttAxJKKWqAqY2Nq4mC,35
7,2bjQvSk5T3A2dmnqqeRhzI,20
7,11iiMB7TmFTtaXT4YJAltw,50
7,11iiMB7TmFTtaXT4YJAltw,25
7,6zC0mpGYwbNTpk9SKwh08f,20
7,2m2GJpBjQNNphaCgBeoj7R,40
7,5TvE3pk05pyFIGdSY9j4DJ,45
7,0CMYUXTTTmI6Lwc0opH2XG,35
7,4LEt6hyaGn4scwUsimBeXt,40
7,5RgFlk1fcClZd0Y4SGYhqH,40
7,6oL6yOWVL8zJfwg2mlkMag,25
7,4YMQXzscifAREG0a7KNGhB,20
7,6rUtMKEej81ORTGtCpjyOJ,15
7,55rn9bs7vZBsEK4Y4URraH,25
7,33jt3kYWjQzqn3xyYQ5ZEh,30
7,4KlL5Bwlm4yHYxr0B2rHci,30
7,508QhA2SncMbh5CnuxkvUc,20
7,7zrpoAJte9o12TzawqgdD0,25
7,0jOnZhF75V68VsBObWx2XO,50
7,14rZjW3RioG7WesZhYESso,25
7,1VNvsvEsUpuUCbHpVop1vo,30
7,2lxBZVbkiCXC1soks2RXwV,14
7,2saWRznFopO8grenhrZ0b8,14
7,3jvqqFqmRnZKZJXnOKV4zp,5
7,3PiCfazoaP1Cb0uvFF30Lm,11
7,3EF2zvCbDh0njKaUDzcZHq,19
7,44jnGxgCSoyxygFmpyCiPy,18
7,4qto2kJITIHyE086P4WtkU,12
7,2MMFbghnnvVnIS6W7mchPd,10
7,0S8CyMHDrPEYLQ8O7oERag,14
7,2HUhQF5Oq62cg5WjUiDGdt,14
7,5jt25aFjW2kNoBqaEVaz5W,5
7,6DoL1yYIwEW7VZMRaJhoJI,8
7,7ef4DlsgrMEH11cDZd32M6,13
7,4h9wh7iOZ0GGn8QVp4RAOB,9
7,0210gFYpVnijFhx38qw4Zf,1
7,3f07vmqG0FxVFdUWqTREEw,3
8,2p5THyuNwpJ9c7ex3TN383,30
8,1oMUYmXy85ZOQGZ2fylBiN,45
8,5byXSKd7QOHtVMOiptklBD,30
8,01Rc6yXYtujAnMaR1NME11,30
8,5u5aVJKjSMJr4zesMPz7bL,35
8,7zkLpY72g6lKQbiHDqri1S,40
8,6oL6yOWVL8zJfwg2mlkMag,30
8,0Dkibk70FDp6t7eOZNemNQ,35
8,20GlDz2SYsXF8pzdxguxfe,25
8,5TvE3pk05pyFIGdSY9j4DJ,20
8,0edtKj1oW6rJ9f4wRtLPPH,30
8,0zGLlXbHlrAyBN1x6sY0rb,20
8,1gJOqXpRjz9GeEEwQpcujK,15
8,01Rc6yXYtujAnMaR1NME11,20
8,3weNRklVDqb4Rr5MhKBR3D,35
8,4xhWfr0tyA7BGL7eXo8KnV,30
8,5a1iz510sv2W9Dt1MvFd5R,35
8,6rUtMKEej81ORTGtCpjyOJ,25
8,6uZF7xC32ewhpsm36IaM5T,50
8,71qKWIBggc7poNXclWN53M,35
8,5ivF4eQBqJiVL5IAE9jRyl,35
8,27XMmSWSOXJ7eVb40tH93T,25
8,2NYPx7YjNrHteC2RxzTzTZ,45
8,4g2WiijzSKzH8PApKDbadN,20
8,6jGnykaS6TkWp15utXSAeI,15
8,1uGy4uNI3SeVUien40Dtzo,20
8,1LOZMYF5s8qhW7Rv4w2gun,15
8,3jZDWsoxRHzzp3DYV8qeXE,25
8,0CwLue2qwkPcQpovNGNtVx,50
8,5MyYYBkmYRgssDuE1FJfJD,11
8,0TFXwCY9EDZ4UP1BmImJk6,7
8,4kbZ4InJwTJlITcyUXsP1y,20
8,5wVbMVKlMudXHG5Tp1vMry,9
8,6utIEcZZHk4AbF3fBVIlNM,7
8,0ngRF3XtGxXhFWDxeOJqfb,15
8,2JPLbjOn0wPCngEot2STUS,10
8,7fBv7CLKzipRk6EC6TWHOB,11
8,5E30LdtzQTGqRvNd7l6kG5,11
8,3rmo8F54jFF8OgYsqTxm5d,9
8,1QcCDjxh3U9xuWD1EzVm0J,2
8,0SidD5FXjLY20EffJQDAI7,3
9,1qzHqfvKrZWo6dVHM1dXrj,15
9,5DezuV0RFcMcgA11UGdGBR,40
9,6lfxq3CG4xtTiEg7opyCyx,25
9,0jOnZhF75V68VsBObWx2XO,25
9,7zkLpY72g6lKQbiHDqri1S,35
9,0Dkibk70FDp6t7eOZNemNQ,25
9,2xhGZ3WzOa3tir28y7Cb88,40
9,1oMUYmXy85ZOQGZ2fylBiN,20
9,5zCunX8URvLoBHlg1Fnjv6,30
9,1LOZMYF5s8qhW7Rv4w2gun,35
9,0zGLlXbHlrAyBN1x6sY0rb,20
9,3jZDWsoxRHzzp3DYV8qeXE,40
9,2UZZtkoLOg7IHxeTAdPFvd,25
9,6v5vr3SqSczkqIIVeW8RjZ,25
9,2m2GJpBjQNNphaCgBeoj7R,45
9,17i5jLpzndlQhbS4SrTd0B,20
9,2uFaJJtFpPDc5Pa95XzTvg,25
9,3bHhUEOTIbezeZ856R0BX5,45
9,2bRKxuH1o7pTmb1y4GfdEc,30
9,48UNHWGzRfk4AOKrCJM7XJ,30
9,3weNRklVDqb4Rr5MhKBR3D,20
9,5AkV53fo1u01mi8r22JNeF,15
9,4KlL5Bwlm4yHYxr0B2rHci,35
9,4U6mBgGP8FXN6UH4T3AJhu,35
9,3898C4AbdbptwYet6547e5,30
9,7wkgkIBYBH3xV2ob9Zmh87,45
9,21lXoHSCCNNXsVIbwxmo9p,14
9,3JY77RQgSJcFSDSEzpVo2p,18
9,0X9MxHR1rTkEHDjp95F2OO,7
9,1fxoKxiNKMaHoR561zHi19,8
9,7AcGFRQPq3kNArX1RU3cPM,11
9,6yBVcsulkHwSDPbydL25Qk,14
9,7DUnyslSCb05yeSmGGTJ81,19
9,0eGSoRXnMmIlkwJaZAt2fi,11
9,5FAg3AvTKDEmuckKpkezrn,19
9,41oY4WCTj5kccfesTVFnvN,7
9,3k3NWokhRRkEPhCzPmV8TW,9
9,6Xom58OOXk2SoU711L2IXO,7
9,1FgiNu3EWOLG9gTcIveGkv,2
10,4U6mBgGP8FXN6UH4T3AJhu,30
10,7wkgkIBYBH3xV2ob9Zmh87,20
10,1gJOqXpRjz9GeEEwQpcujK,30
10,6lfxq3CG4xtTiEg7opyCyx,35
10,6kkwzB6hXLIONkEk9JciA6,35
10,2UZZtkoLOg7IHxeTAdPFvd,15
10,3RbNcjVnQixKa1sULcwd2K,30
10,0CMYUXTTTmI6Lwc0opH2XG,35
10,5I9sHwLDX28tLtzVgKLtpr,35
10,5HsSsEeP3hU9QSfHZrzbtA,20
10,6Rqn2GFlmvmV4w9Ala0I1e,15
10,1VNvsvEsUpuUCbHpVop1vo,40
10,1zNXF2svmdlNxfS5XeNUgr,30
10,39uLYYZytVUwcjgeYLI409,35
10,6v5vr3SqSczkqIIVeW8RjZ,30
10,1oMUYmXy85ZOQGZ2fylBiN,15
10,6uZF7xC32ewhpsm36IaM5T,30
10,4VoJCUgNmnqG2qF0peDBkw,30
10,55rn9bs7vZBsEK4Y4URraH,20
10,0Dkibk70FDp6t7eOZNemNQ,30
10,648TTtYB0bH0P8Hfy0FmkL,25
10,7lKhxWhv5sPG9MBaDfdJL7,16
10,4XLlFjAwjDENyqYAkRbVuA,19
10,6yer5qmG5jwW0ZqWNqrS9E,20
10,6ZUOXFr9ERlxUgJDdgXZ73,7
10,4cUptz0U1nW5bMfArzgJlJ,12
10,5nT5tJaCZuizGCvGdLIw7t,15
10,6BXbJwdT4v6k4QdOUagTFF,12
10,6i1g5ZRmJZAkDwBaUZ3f2i,11
10,3F5CgOj3wFlRv51JsHbxhe,3
10,740zSgBv6PHOGAw04Ta2J2,2
10,3cwXKrP3RuQ6vlwvwUMJcZ,1
11,1LOZMYF5s8qhW7Rv4w2gun,30
11,58wyJLv6yH1La9NIZPl3ne,20
11,7D7e6hm2LiNd6nLuJF6K9Q,40
11,4Hhv2vrOTy89HFRcjU3QOx,15
11,4LEt6hyaGn4scwUsimBeXt,25
11,5JDcQAztvZTIkrWoZihgvC,35
11,55rn9bs7vZBsEK4Y4URraH,40
11,3hhbDnFUb2bicI2df6VurK,45
11,5u5aVJKjSMJr4zesMPz7bL,40
11,2agBDIr9MYDUducQPC1sFU,20
11,4Hhv2vrOTy89HFRcjU3QOx,40
11,30QD4VRP9yEneOh0eGTrtJ,20
11,0MO1qNhm8aRZchi8CJlIRo,25
11,2agBDIr9MYDUducQPC1sFU,40
11,1XZPtZVqcOzzxbYIR7MjQw,30
11,07UDTaRYJAsIhUZTyZSUzM,20
11,4QxDOjgpYtQDxxbWPuEJOy,30
11,7uHRKSQ9WIlBBuBY7BHcbq,40
11,3weNRklVDqb4Rr5MhKBR3D,30
11,0CMYUXTTTmI6Lwc0opH2XG,50
11,3tJjZMHLqhD8DaGgdBICnc,25
11,4xhWfr0tyA7BGL7eXo8KnV,30
11,11iiMB7TmFTtaXT4YJAltw,50
11,71qKWIBggc7poNXclWN53M,30
11,6rUtMKEej81ORTGtCpjyOJ,45
11,7zkLpY72g6lKQbiHDqri1S,50
11,5LEHlRPjGcZ5RdagAwXpHS,30
11,3bHhUEOTIbezeZ856R0BX5,30
11,5byXSKd7QOHtVMOiptklBD,20
11,2AFkO878iaoha59V5SDeXm,14
11,0gYoxml65MapKIfknvT4V3,12
11,0jo0auZLLZL4PK9ybxkWeH,10
11,7mOGLFitvkIyK6xix2xo1m,9
11,1ycNgydCKB8WJfRRuro8Jc,19
11,6bWpIjXBVrGNDW8eNcXC1n,13
11,0G4fdcQNTGAQjIMtDAQIJf,14
11,0OETMJ8CZV2GQ4m79thkea,17
11,7lQ8MOhq6IN2w8EYcFNSUk,5
11,7dSZ6zGTQx66c2GF91xCrb,15
11,7MXVkk9YMctZqd1Srtv4MB,13
11,6i1g5ZRmJZAkDwBaUZ3f2i,10
11,6yyjcaUe0zqxo2CV1Jv3ar,2
11,5RTb1F42RjewhYHgve8I6d,1
12,7wkgkIBYBH3xV2ob9Zmh87,30
12,5zCunX8URvLoBHlg1Fnjv6,30
12,508QhA2SncMbh5CnuxkvUc,30
12,3YRj4jmwois2ctPnhwSwFo,45
12,0bndF6tTweNXPjwpPL7Slt,35
12,2NYPx7YjNrHteC2RxzTzTZ,25
12,14rZjW3RioG7WesZhYESso,25
12,4Hhv2vrOTy89HFRcjU3QOx,35
12,1oMUYmXy85ZOQGZ2fylBiN,15
12,1VNvsvEsUpuUCbHpVop1vo,50
12,7D7e6hm2LiNd6nLuJF6K9Q,25
12,1UKobFsdqNXQb8OthimCKe,30
12,6zC0mpGYwbNTpk9SKwh08f,30
12,6Q5uDNuuFYa8ToL3CCoHPC,35
12,1zNXF2svmdlNxfS5XeNUgr,40
12,4YMQXzscifAREG0a7KNGhB,30
12,4g2WiijzSKzH8PApKDbadN,20
12,55rn9bs7vZBsEK4Y4URraH,25
12,5rwq6R0Uq0BngM3rdmCeNg,30
12,3bHhUEOTIbezeZ856R0BX5,25
12,4QxDOjgpYtQDxxbWPuEJOy,35
12,0Q06s7TNQH8irO2sfvuFnn,45
12,0jOnZhF75V68VsBObWx2XO,30
12,2DIFiLjzVxSUc7YY2k7WDA,15
12,4VoJCUgNmnqG2qF0peDBkw,35
12,5UgCKTRv3o4HrS5gOLUN4b,12
12,0yg8hDoQRlwME53oinL1c5,10
12,5PwH7G4wPhk11QKx85j5uL,16
12,2XXnGBKuvfcpfVvRgBEdvP,11
12,0StKXJu8J5TxlinYqLpEKf,18
12,3NCnBHOx7hbYVanZaX9Zw0,11
12,1797zYiX4cKosMH836X9Gt,8
12,79HZAZNnOE97rb2hnI0XQr,6
12,6i1g5ZRmJZAkDwBaUZ3f2i,7
12,0mBP9X2gPCuapvpZ7TGDk3,7
12,59qUyDgF79LTBVd0v8DYzt,1
12,31RNX9vTwybIGVhteTpfT3,2
13,4VoJCUgNmnqG2qF0peDBkw,30
13,07UDTaRYJAsIhUZTyZSUzM,35
13,3RbNcjVnQixKa1sULcwd2K,20
13,2XPxkVgxyj4QVaW78kS5vb,15
13,7wkgkIBYBH3xV2ob9Zmh87,20
13,5TvE3pk05pyFIGdSY9j4DJ,45
13,0Q06s7TNQH8irO2sfvuFnn,25
13,0MO1qNhm8aRZchi8CJlIRo,15
13,7F6PtLP6fJPVtA1FWVkl8K,20
13,75SW8IItf7yy1VejSLtv9W,30
13,6kD7n19O9VEYQwENniEvPi,45
13,6jGnykaS6TkWp15utXSAeI,15
13,2xhGZ3WzOa3tir28y7Cb88,15
13,5LEHlRPjGcZ5RdagAwXpHS,35
13,14rZjW3RioG7WesZhYESso,30
13,4YMQXzscifAREG0a7KNGhB,30
13,5K09WxKdlkroDyEVyOSySy,25
13,1XZPtZVqcOzzxbYIR7MjQw,50
13,6uZF7xC32ewhpsm36IaM5T,15
13,648TTtYB0bH0P8Hfy0FmkL,20
13,3NsuucK8qXpIJf7KPZX7vq,25
13,5DezuV0RFcMcgA11UGdGBR,25
13,4U6mBgGP8FXN6UH4T3AJhu,20
13,2m2GJpBjQNNphaCgBeoj7R,50
13,2DIFiLjzVxSUc7YY2k7WDA,25
13,1JkJyzYF2rFW8JNtKAcvJg,8
13,7LR44miVMWFENCpE4ZXNo1,7
13,0UK0hZ7lhXDkZdgwS9KUIj,14
13,28GCsymrcDUXXLC12nkhp3,19
13,3bcJ1qsFsBDMhoWaVBx0HW,17
13,6JAXWoK53LV3hYARf4TzzP,11
13,4iyc69HBbLOpfOgwBjn1LS,11
13,674WNL7f5Xo8XxtipzB3ao,14
13,1MFASTOgDmN4AdjC6aPX3b,16
13,3vFLZOEIM1SxKWPvCCKqvg,8
13,7795WJLVKJoAyVoOtCWqXN,3
13,5ww2BF9slyYgNOk37BlC4u,9
13,0mBP9X2gPCuapvpZ7TGDk3,5
13,27ZZdyTSQWI7Cug2d2PkqV,6
13,3H5eCyts4yAaxhoZzde5Kh,1
14,1oMUYmXy85ZOQGZ2fylBiN,30
14,7wkgkIBYBH3xV2ob9Zmh87,30
14,5LEHlRPjGcZ5RdagAwXpHS,50
14,4KlL5Bwlm4yHYxr0B2rHci,30
14,3xbUCRFut7tzBoD2F8L56y,25
14,6Vc5wAMmXdKIAM7WUoEb7N,20
14,5a1iz510sv2W9Dt1MvFd5R,35
14,1qCQTy0fTXerET4x8VHyr9,45
14,5ivF4eQBqJiVL5IAE9jRyl,35
14,55rn9bs7vZBsEK4Y4URraH,40
14,0jOnZhF75V68VsBObWx2XO,25
14,17i5jLpzndlQhbS4SrTd0B,30
14,6kkwzB6hXLIONkEk9JciA6,35
14,6D6HVKe7Qu3imn4zzJD0W9,20
14,4U6mBgGP8FXN6UH4T3AJhu,20
14,11iiMB7TmFTtaXT4YJAltw,20
14,6v5vr3SqSczkqIIVeW8RjZ,35
14,5RgFlk1fcClZd0Y4SGYhqH,25
14,0MO1qNhm8aRZchi8CJlIRo,30
14,2bjQvSk5T3A2dmnqqeRhzI,35
14,0edtKj1oW6rJ9f4wRtLPPH,15
14,6rUtMKEej81ORTGtCpjyOJ,35
14,3vptHSzplYk3KKjrf9SE2m,19
14,7fyVBKYJYMP42nNr9RFTAT,17
14,6eua7DXiCZaYulrVuPI3i7,11
14,6bGyX75xUytV0Ze8CY18UR,15
14,7map9ciIR1obUQ4dOKo9IY,14
14,3OiUOulzZiEfaADvJNR7wa,12
14,0ejkH1rRBWfVWw52wNt6qq,11
14,0iau0zkwNgee30zzhcYiP5,20
14,4EvVZsbEh519mwqxgOCx6v,9
14,1Mua0g96hUldJWj00GDsel,6
14,5jt25aFjW2kNoBqaEVaz5W,11
14,0e8nrvls4Qqv5Rfa2UhqmO,8
14,4zN21mbAuaD0WqtmaTZZeP,13
14,0T5iIrXA4p5GsubkhuBIKV,14
14,6o0hAjoZw1t2tWYlNa6SFd,1
15,6D6HVKe7Qu3imn4zzJD0W9,35
15,71qKWIBggc7poNXclWN53M,25
15,1uGy4uNI3SeVUien40Dtzo,50
15,5AkV53fo1u01mi8r22JNeF,20
15,0CwLue2qwkPcQpovNGNtVx,30
15,2UZZtkoLOg7IHxeTAdPFvd,35
15,508QhA2SncMbh5CnuxkvUc,35
15,38zsOOcu31XbbYj9BIPUF1,50
15,4ZLzoOkj0MPWrTLvooIuaa,50
15,2DIFiLjzVxSUc7YY2k7WDA,25
